,Accuracy,Precision,Recall,F1-Score,ROC-AUC,MCC,Log Loss,Cohen's Kappa,Execution Time (s),CV Accuracy (Mean),CV Accuracy (Std Dev)
Accuracy,1.0,0.8317629013956552,-0.5827466676141286,0.23520314026922573,0.6377767299770831,0.970505472496262,-0.2119149534392945,0.9778456521387431,0.2800388112037034,0.574729979336659,-0.5800248686010481
Precision,0.8317629013956552,1.0,-0.9248996793249006,-0.32968375181613746,0.2447801281814369,0.8933084660302986,-0.2862652201673235,0.922143015281238,0.14627576676563264,-0.08776259172993929,0.3962428506570135
Recall,-0.5827466676141286,-0.9248996793249006,1.0,0.65182432838805,0.13229269715844563,-0.7050671244883606,0.35240781633152074,-0.73813098262904,0.017964744449003388,0.4811308615117286,-0.6600938179073783
F1-Score,0.23520314026922573,-0.32968375181613746,0.65182432838805,1.0,0.7562551270164941,0.05558023073651602,0.23676229948142324,0.028255252302383557,0.2691292133665129,0.5356787855149187,-0.6447867593391546
ROC-AUC,0.6377767299770831,0.2447801281814369,0.13229269715844563,0.7562551270164941,1.0,0.48056671542224305,0.2881246493740564,0.4829850501367072,0.34509305977456417,0.6153460377351112,-0.5926927657821592
MCC,0.970505472496262,0.8933084660302986,-0.7050671244883606,0.05558023073651602,0.48056671542224305,1.0,-0.3355661837246762,0.9878260812714564,0.2403845511438247,0.5526684860765397,-0.48009042345382813
Log Loss,-0.2119149534392945,-0.2862652201673235,0.35240781633152074,0.23676229948142324,0.2881246493740564,-0.3355661837246762,1.0,-0.27899296060525686,-0.3263475335601876,0.6439519036702972,-0.43058234385793975
Cohen's Kappa,0.9778456521387431,0.922143015281238,-0.73813098262904,0.028255252302383557,0.4829850501367072,0.9878260812714564,-0.27899296060525686,1.0,0.22260251131150727,0.5630478496717307,-0.49649051035669517
Execution Time (s),0.2800388112037034,0.14627576676563264,0.017964744449003388,0.2691292133665129,0.34509305977456417,0.2403845511438247,-0.3263475335601876,0.22260251131150727,1.0,0.09939549115036987,-0.35866354224220104
CV Accuracy (Mean),0.574729979336659,-0.08776259172993929,0.4811308615117286,0.5356787855149187,0.6153460377351112,0.5526684860765397,0.6439519036702972,0.5630478496717307,0.09939549115036987,1.0,-0.7679412902167553
CV Accuracy (Std Dev),-0.5800248686010481,0.3962428506570135,-0.6600938179073783,-0.6447867593391546,-0.5926927657821592,-0.48009042345382813,-0.43058234385793975,-0.49649051035669517,-0.35866354224220104,-0.7679412902167553,1.0
