metric,test,mean,std,p_value,normal_distribution
Accuracy,Shapiro-Wilk,0.48972972972972967,0.044355076126454666,0.0011745347123809883,False
Precision,Shapiro-Wilk,0.44085253709532884,0.1385320144523927,1.8225444601492593e-07,False
Recall,Shapiro-Wilk,0.5844444444444445,0.25565617986766276,0.004753106910902997,False
F1-Score,Shapiro-Wilk,0.4932053354236341,0.17030426406862414,2.1694483188327653e-05,False
ROC-AUC,Shapiro-Wilk,0.45760233918128657,0.0602142798092728,0.3233536254680104,True
MCC,Shapiro-Wilk,-0.025132583315447966,0.09849731247221201,0.032413714409200996,False
Log Loss,Shapiro-Wilk,0.768411208669393,0.10237871441034366,1.620094718598485e-05,False
Cohen's Kappa,Shapiro-Wilk,-0.015537248122209918,0.08819179953156273,0.0076061880601965125,False
Execution Time (s),Shapiro-Wilk,4.047410011291504,5.125913125497308,8.799254694496044e-06,False
CV Accuracy (Mean),Shapiro-Wilk,0.47777777777777775,0.05419878538000644,0.23659819286852385,True
CV Accuracy (Std Dev),Shapiro-Wilk,0.1544942120175704,0.0554287762667068,0.004184099713179976,False
