metric,test,mean,std,p_value,normal_distribution
Accuracy,Shapiro-Wilk,0.5340540540540542,0.051327637957636445,1.4105430293553516e-05,False
Precision,Shapiro-Wilk,0.47047361647361646,0.19003481201331596,3.820406137438083e-06,False
Recall,Shapiro-Wilk,0.45777777777777773,0.2547289368637183,0.00013578447207130114,False
F1-Score,Shapiro-Wilk,0.44909803921568625,0.18449600972597513,2.3879110124213472e-05,False
ROC-AUC,Shapiro-Wilk,0.6287719298245613,0.09181271029648798,0.00020644473784621196,False
MCC,Shapiro-Wilk,0.06616223512221234,0.10458651215681243,6.17120888386866e-06,False
Log Loss,Shapiro-Wilk,0.7530683838525577,0.11902993591787082,4.022539451773379e-06,False
Cohen's Kappa,Shapiro-Wilk,0.06446061202702756,0.1009228325913046,7.193837925508202e-06,False
Execution Time (s),Shapiro-Wilk,4.023060970306396,5.112354842172293,8.505645464869856e-06,False
CV Accuracy (Mean),Shapiro-Wilk,0.5561507936507937,0.09911678963994318,0.004577550313034689,False
CV Accuracy (Std Dev),Shapiro-Wilk,0.1322180537858269,0.054315191855456406,0.022197133744123933,False
