,Accuracy,Precision,Recall,F1-Score,ROC-AUC,MCC,Log Loss,Cohen's Kappa,Execution Time (s),CV Accuracy (Mean),CV Accuracy (Std Dev)
Accuracy,1.0,0.9952266301401863,0.02492252797175321,0.9804572011877956,0.9832110490552077,0.9997811685678936,-0.9578302704962596,0.9997880322330479,0.0563813639098684,0.9317703996301843,-0.8746836690677594
Precision,0.9952266301401863,1.0,0.008087322263414269,0.9770784329316257,0.9746349064455592,0.9948848443352483,-0.9489623597002927,0.9951845192210248,0.06378604486972851,0.9066189273623929,-0.8620591755477611
Recall,0.02492252797175321,0.008087322263414269,1.0,0.21544777645593832,-0.13957202135235183,0.04559385204788393,0.24650719182414702,0.04482564585769284,0.12833381176689734,0.9421721795144282,-0.8691707044356309
F1-Score,0.9804572011877956,0.9770784329316257,0.21544777645593832,1.0,0.929367947866255,0.984296915415987,-0.8831550068202492,0.9842992125670238,0.08483272989705562,0.9341314285555163,-0.8736602270019407
ROC-AUC,0.9832110490552077,0.9746349064455592,-0.13957202135235183,0.929367947866255,1.0,0.9794769573062381,-0.9927262675229536,0.9793704649013618,0.0233409631194935,0.904392735101871,-0.8495733976378859
MCC,0.9997811685678936,0.9948848443352483,0.04559385204788393,0.984296915415987,0.9794769573062381,1.0,-0.9518078374205646,0.999992685445134,0.058896139001291044,0.9315952225488175,-0.8749218031295054
Log Loss,-0.9578302704962596,-0.9489623597002927,0.24650719182414702,-0.8831550068202492,-0.9927262675229536,-0.9518078374205646,1.0,-0.9517632201764787,-0.007889791821789768,-0.838104604626547,0.7164337887135727
Cohen's Kappa,0.9997880322330479,0.9951845192210248,0.04482564585769284,0.9842992125670238,0.9793704649013618,0.999992685445134,-0.9517632201764787,1.0,0.05946801294145643,0.9320171477887725,-0.8745898158025499
Execution Time (s),0.0563813639098684,0.06378604486972851,0.12833381176689734,0.08483272989705562,0.0233409631194935,0.058896139001291044,-0.007889791821789768,0.05946801294145643,1.0,0.17591760001707013,-0.4772022112401509
CV Accuracy (Mean),0.9317703996301843,0.9066189273623929,0.9421721795144282,0.9341314285555163,0.904392735101871,0.9315952225488175,-0.838104604626547,0.9320171477887725,0.17591760001707013,1.0,-0.7912717322048434
CV Accuracy (Std Dev),-0.8746836690677594,-0.8620591755477611,-0.8691707044356309,-0.8736602270019407,-0.8495733976378859,-0.8749218031295054,0.7164337887135727,-0.8745898158025499,-0.4772022112401509,-0.7912717322048434,1.0
