,Accuracy,Precision,Recall,F1-Score,ROC-AUC,MCC,Log Loss,Cohen's Kappa,Execution Time (s),CV Accuracy (Mean),CV Accuracy (Std Dev)
Accuracy,1.0,0.7550708076815017,-0.18268535499225494,0.37414594726983463,0.32802997475086515,0.9773523172652986,-0.4178574787115867,0.9974660528363947,-0.18853475271714676,-0.12353109909921155,0.29275684980009864
Precision,0.7550708076815017,1.0,-0.5855863023914585,-0.17726784734760495,0.11845589990890296,0.785352181088491,-0.33367702906835456,0.7242773113908593,0.23382809812366062,-0.32601398709506907,0.3552961453676376
Recall,-0.18268535499225494,-0.5855863023914585,1.0,0.8097261744054443,0.1369319143196401,-0.14584682320116418,0.36570540357068243,-0.1127815329891171,-0.05537347929950525,0.3389361300452801,0.014190408359303953
F1-Score,0.37414594726983463,-0.17726784734760495,0.8097261744054443,1.0,0.23895928646561,0.3701479819583075,0.07108179078597443,0.4362709841272932,-0.26815174826952554,0.03638374922377447,0.2294305589267963
ROC-AUC,0.32802997475086515,0.11845589990890296,0.1369319143196401,0.23895928646561,1.0,0.3956587158474147,-0.686396927433105,0.33908933085200976,-0.0586190476595214,0.19856340356843794,0.3208626547408856
MCC,0.9773523172652986,0.785352181088491,-0.14584682320116418,0.3701479819583075,0.3956587158474147,1.0,-0.42598757165078166,0.9777468126315592,-0.08033602018910768,-0.12820601292798064,0.29423721104855094
Log Loss,-0.4178574787115867,-0.33367702906835456,0.36570540357068243,0.07108179078597443,-0.686396927433105,-0.42598757165078166,1.0,-0.39370510869323155,0.16583945611037387,-0.35787602286125164,-0.10617077728402532
Cohen's Kappa,0.9974660528363947,0.7242773113908593,-0.1127815329891171,0.4362709841272932,0.33908933085200976,0.9777468126315592,-0.39370510869323155,1.0,-0.18908660739172206,-0.1170886702798239,0.2909573375483085
Execution Time (s),-0.18853475271714676,0.23382809812366062,-0.05537347929950525,-0.26815174826952554,-0.0586190476595214,-0.08033602018910768,0.16583945611037387,-0.18908660739172206,1.0,-0.26470903852816074,0.32269764315244254
CV Accuracy (Mean),-0.12353109909921155,-0.32601398709506907,0.3389361300452801,0.03638374922377447,0.19856340356843794,-0.12820601292798064,-0.35787602286125164,-0.1170886702798239,-0.26470903852816074,1.0,-0.33985051431611857
CV Accuracy (Std Dev),0.29275684980009864,0.3552961453676376,0.014190408359303953,0.2294305589267963,0.3208626547408856,0.29423721104855094,-0.10617077728402532,0.2909573375483085,0.32269764315244254,-0.33985051431611857,1.0
