,Accuracy,Precision,Recall,F1-Score,ROC-AUC,MCC,Log Loss,Cohen's Kappa,Execution Time (s),CV Accuracy (Mean),CV Accuracy (Std Dev)
Accuracy,1.0,0.8059592181142919,0.03769839660201328,0.5240418214409971,0.11995291748744687,0.9702662442288149,-0.2696824275467125,0.9759096706597262,-0.12043681111507488,-0.11704775954028379,0.4021956220840644
Precision,0.8059592181142919,1.0,-0.31197853661499597,0.1571175702316135,0.06548229050003307,0.7951997006141047,-0.16989362050644938,0.7054888981697623,0.09920225197388079,-0.2718045167003156,0.48648659218521556
Recall,0.03769839660201328,-0.31197853661499597,1.0,0.7956151011233674,0.3534189092401217,0.050786512893025625,0.22982705772075349,0.15395911388830602,0.007144882623443114,0.4239442532374841,-0.041962450582257074
F1-Score,0.5240418214409971,0.1571175702316135,0.7956151011233674,1.0,0.358507333384709,0.5204726022917363,0.03868828983569431,0.6078742041894409,0.06838839112370207,0.03969140822792698,0.27242744063324537
ROC-AUC,0.11995291748744687,0.06548229050003307,0.3534189092401217,0.358507333384709,1.0,0.027555781168912368,-0.28981584922490916,0.11393631504592845,-0.0795344700014811,-0.3202198484261762,0.6376568534541184
MCC,0.9702662442288149,0.7951997006141047,0.050786512893025625,0.5204726022917363,0.027555781168912368,1.0,-0.18157469645129062,0.9527930763178599,-0.02460044274501357,0.02731050167802214,0.3005933415128161
Log Loss,-0.2696824275467125,-0.16989362050644938,0.22982705772075349,0.03868828983569431,-0.28981584922490916,-0.18157469645129062,1.0,-0.2581094072135551,0.32248062015503876,-0.11302245692949475,-0.3810663273708774
Cohen's Kappa,0.9759096706597262,0.7054888981697623,0.15395911388830602,0.6078742041894409,0.11393631504592845,0.9527930763178599,-0.2581094072135551,1.0,-0.1433073410701584,0.02731050167802214,0.3005933415128161
Execution Time (s),-0.12043681111507488,0.09920225197388079,0.007144882623443114,0.06838839112370207,-0.0795344700014811,-0.02460044274501357,0.32248062015503876,-0.1433073410701584,1.0,0.12064194840788765,0.45959688807906496
CV Accuracy (Mean),-0.11704775954028379,-0.2718045167003156,0.4239442532374841,0.03969140822792698,-0.3202198484261762,0.02731050167802214,-0.11302245692949475,0.02731050167802214,0.12064194840788765,1.0,-0.2420525223080137
CV Accuracy (Std Dev),0.4021956220840644,0.48648659218521556,-0.041962450582257074,0.27242744063324537,0.6376568534541184,0.3005933415128161,-0.3810663273708774,0.3005933415128161,0.45959688807906496,-0.2420525223080137,1.0
