,Accuracy,Precision,Recall,F1-Score,ROC-AUC,MCC,Log Loss,Cohen's Kappa,Execution Time (s),CV Accuracy (Mean),CV Accuracy (Std Dev)
Accuracy,1.0,0.31734172237514746,0.43688556822650415,0.5823830121903264,0.8590525033292832,0.7105780574125049,-0.318458822744494,0.7428234368855682,-0.05504226565954217,0.3243836103409472,-0.21369866221785375
Precision,0.31734172237514746,1.0,-0.4549744396382226,-0.31576877703499806,0.17416945490840843,0.7813605977192293,0.1934342478892482,0.7554069996067637,0.33654413860405785,0.3002740176804714,0.22246578682166313
Recall,0.43688556822650415,-0.4549744396382226,1.0,0.9677546205269367,0.5799095846273193,0.09319701140385371,-0.3113819600168386,0.11600471883602045,-0.1926479298083976,0.12273974445333138,-0.17643838265166387
F1-Score,0.5823830121903264,-0.31576877703499806,0.9677546205269367,1.0,0.7120110222102205,0.2080220212347621,-0.4018085393146579,0.23240267400707826,-0.13288775566375183,0.12273974445333138,-0.10630138582118878
ROC-AUC,0.8590525033292832,0.17416945490840843,0.5799095846273193,0.7120110222102205,1.0,0.6090033536187917,-0.44261006289308175,0.6247297152358037,-0.2319182389937107,0.2661555312157722,-0.1741511500547645
MCC,0.7105780574125049,0.7813605977192293,0.09319701140385371,0.2080220212347621,0.6090033536187917,1.0,-0.03381167747657591,0.9960676366496264,0.1619815246552241,0.48876719666237317,-0.1260274161797599
Log Loss,-0.318458822744494,0.1934342478892482,-0.3113819600168386,-0.4018085393146579,-0.44261006289308175,-0.03381167747657591,1.0,-0.04875172101273735,-0.09905660377358491,0.30120481927710846,-0.17853231106243153
Cohen's Kappa,0.7428234368855682,0.7554069996067637,0.11600471883602045,0.23240267400707826,0.6247297152358037,0.9960676366496264,-0.04875172101273735,1.0,0.1556909800084193,0.48876719666237317,-0.1260274161797599
Execution Time (s),-0.05504226565954217,0.33654413860405785,-0.1926479298083976,-0.13288775566375183,-0.2319182389937107,0.1619815246552241,-0.09905660377358491,0.1556909800084193,1.0,-0.23767798466593648,-0.00547645125958379
CV Accuracy (Mean),0.3243836103409472,0.3002740176804714,0.12273974445333138,0.12273974445333138,0.2661555312157722,0.48876719666237317,0.30120481927710846,0.48876719666237317,-0.23767798466593648,1.0,-0.32968236582694416
CV Accuracy (Std Dev),-0.21369866221785375,0.22246578682166313,-0.17643838265166387,-0.10630138582118878,-0.1741511500547645,-0.1260274161797599,-0.17853231106243153,-0.1260274161797599,-0.00547645125958379,-0.32968236582694416,1.0
