,Accuracy,Precision,Recall,F1-Score,ROC-AUC,MCC,Log Loss,Cohen's Kappa,Execution Time (s),CV Accuracy (Mean),CV Accuracy (Std Dev)
Accuracy,1.0,0.7691500247201836,0.5957954077494148,0.7189589082633923,0.5713649336686776,0.9935623209089511,-0.5148860179475049,1.0000000000000002,0.17320758984367707,0.5398306336295986,-0.21530818817230277
Precision,0.7691500247201836,1.0,0.8214402714514122,0.9492370695428439,0.31006632364510434,0.7764834226868078,-0.3105457639846739,0.7691500247201836,0.012846796705437901,0.4683106860169108,-0.3432638263146391
Recall,0.5957954077494148,0.8214402714514122,1.0,0.9542396145176254,0.34794128540667296,0.5920137935495721,-0.3637123701674141,0.5957954077494145,0.3991426192638978,0.42916406111545047,-0.21821789023599247
F1-Score,0.7189589082633923,0.9492370695428439,0.9542396145176254,1.0,0.3265975337518614,0.7196040392982094,-0.35169749886487406,0.7189589082633921,0.20173555432786905,0.45424445553475323,-0.2696806227661429
ROC-AUC,0.5713649336686776,0.31006632364510434,0.34794128540667296,0.3265975337518614,1.0,0.5629016915027821,-0.5956684781544462,0.5713649336686776,0.33106066201805157,0.27840288009010233,-0.2933135190448628
MCC,0.9935623209089511,0.7764834226868078,0.5920137935495721,0.7196040392982094,0.5629016915027821,1.0,-0.486954930417488,0.9935623209089514,0.1855859790026486,0.5333944515898812,-0.2519997173963646
Log Loss,-0.5148860179475049,-0.3105457639846739,-0.3637123701674141,-0.35169749886487406,-0.5956684781544462,-0.486954930417488,1.0,-0.5148860179475049,-0.3462056228354799,0.13772430319003703,0.3161428949371627
Cohen's Kappa,1.0000000000000002,0.7691500247201836,0.5957954077494145,0.7189589082633921,0.5713649336686776,0.9935623209089514,-0.5148860179475049,1.0,0.17320758984367696,0.5398306336295986,-0.21530818817230274
Execution Time (s),0.17320758984367707,0.012846796705437901,0.3991426192638978,0.20173555432786905,0.33106066201805157,0.1855859790026486,-0.3462056228354799,0.17320758984367696,1.0,-0.0593152497461454,-0.2823960900986738
CV Accuracy (Mean),0.5398306336295986,0.4683106860169108,0.42916406111545047,0.45424445553475323,0.27840288009010233,0.5333944515898812,0.13772430319003703,0.5398306336295986,-0.0593152497461454,1.0,0.22405178684235255
CV Accuracy (Std Dev),-0.21530818817230277,-0.3432638263146391,-0.21821789023599247,-0.2696806227661429,-0.2933135190448628,-0.2519997173963646,0.3161428949371627,-0.21530818817230274,-0.2823960900986738,0.22405178684235255,1.0
