,Accuracy,Precision,Recall,F1-Score,ROC-AUC,MCC,Log Loss,Cohen's Kappa,Execution Time (s),CV Accuracy (Mean),CV Accuracy (Std Dev)
Accuracy,1.0,0.8900654449995623,0.2591605276744081,0.7957923302911398,0.7215394813826735,0.9914191930328097,-0.325347943959089,1.0,0.17611737412526954,0.8033721359327219,0.39890790982528196
Precision,0.8900654449995623,1.0,-0.023211365703845452,0.6030629585591682,0.6157584714858713,0.874342439322296,-0.25350090653122237,0.8900654449995623,0.28594513757519063,0.8323814993354641,0.48228825483525206
Recall,0.2591605276744081,-0.023211365703845452,1.0,0.756941161368085,0.3548566247039534,0.3033015020557344,0.1683021320010748,0.2591605276744079,0.2949141017465359,0.36549870540009605,0.3262035999974835
F1-Score,0.7957923302911398,0.6030629585591682,0.756941161368085,1.0,0.6375263060132065,0.8094396230606843,-0.1209464878302623,0.7957923302911399,0.2966393663729252,0.6039639656228845,0.5167814782430121
ROC-AUC,0.7215394813826735,0.6157584714858713,0.3548566247039534,0.6375263060132065,1.0,0.756759848877709,-0.42135534846787104,0.7215394813826731,0.2667612182925286,0.4644647479654482,0.3388914785649359
MCC,0.9914191930328097,0.874342439322296,0.3033015020557344,0.8094396230606843,0.756759848877709,1.0,-0.3326000039279873,0.9914191930328095,0.2110425604705323,0.79189673818948,0.38934844539092794
Log Loss,-0.325347943959089,-0.25350090653122237,0.1683021320010748,-0.1209464878302623,-0.42135534846787104,-0.3326000039279873,1.0,-0.32534794395908884,0.3378093332486142,-0.2582469223664004,-0.757661774016514
Cohen's Kappa,1.0,0.8900654449995623,0.2591605276744079,0.7957923302911399,0.7215394813826731,0.9914191930328095,-0.32534794395908884,1.0,0.17611737412526915,0.8033721359327218,0.3989079098252819
Execution Time (s),0.17611737412526954,0.28594513757519063,0.2949141017465359,0.2966393663729252,0.2667612182925286,0.2110425604705323,0.3378093332486142,0.17611737412526915,1.0,-0.15367066285512201,0.2817277431148241
CV Accuracy (Mean),0.8033721359327219,0.8323814993354641,0.36549870540009605,0.6039639656228845,0.4644647479654482,0.79189673818948,-0.2582469223664004,0.8033721359327218,-0.15367066285512201,1.0,0.17988151338295938
CV Accuracy (Std Dev),0.39890790982528196,0.48228825483525206,0.3262035999974835,0.5167814782430121,0.3388914785649359,0.38934844539092794,-0.757661774016514,0.3989079098252819,0.2817277431148241,0.17988151338295938,1.0
