metric,test,mean,std,p_value,normal_distribution
Accuracy,Shapiro-Wilk,0.44800000000000006,0.11590225767142473,0.00802768110259443,False
Precision,Shapiro-Wilk,0.4001904761904762,0.18148667985829262,0.0005577404013270616,False
Recall,Shapiro-Wilk,0.44000000000000006,0.28867513459481287,0.0021565872602033946,False
F1-Score,Shapiro-Wilk,0.40180663780663783,0.2022401619824503,0.015134795098652547,False
ROC-AUC,Shapiro-Wilk,0.3264,0.17308186887520405,0.0029994255065651154,False
MCC,Shapiro-Wilk,-0.10720243201822965,0.24306455413741743,0.009766221351514691,False
Log Loss,Shapiro-Wilk,0.7869596663297765,0.16038558647199053,6.707664987173199e-07,False
Cohen's Kappa,Shapiro-Wilk,-0.10399999999999997,0.23180451534284943,0.008027681102594223,False
Execution Time (s),Shapiro-Wilk,23.438039932250977,33.34023381391382,9.679772672708008e-07,False
CV Accuracy (Mean),Shapiro-Wilk,0.4125,0.17841898254763514,0.015157982647760186,False
CV Accuracy (Std Dev),Shapiro-Wilk,0.2571280616346753,0.0530173296950561,0.00031043991882683154,False
